aX	aY	aZ	gX	gY	gZ	
-1.0537	-0.0883	-0.0674	140.0146	1.8311	62.1338
-1.0366	-0.0708	-0.0376	139.3433	-1.8311	62.0117
-1.0139	-0.0421	-0.0054	139.3433	-1.5259	60.4248
-1.0134	-0.0366	0.0029	140.9912	0.7935	58.0444
-0.9899	-0.0454	0.0214	142.7612	4.6387	55.9692
-0.9902	-0.0411	0.0114	144.8364	8.2397	53.2837
-0.9985	-0.0582	-0.0122	147.8271	11.7798	49.6216
-0.9802	-0.0695	-0.0051	151.2451	16.0522	47.0581
-0.9678	-0.0743	0.0173	155.5176	20.0195	45.5322
-0.9531	-0.0681	0.0383	161.5601	24.6582	43.8843
-0.9344	-0.0676	0.0378	168.9453	28.3813	42.5415
-0.9230	-0.0780	0.0242	175.9644	29.3579	41.6870
-0.9027	-0.0967	-0.0029	180.5420	27.9541	39.7949
-0.8779	-0.1256	-0.0461	181.9458	25.1465	36.6211
-0.8630	-0.1499	-0.0715	179.6875	21.3623	32.5928
-0.8486	-0.1643	-0.0952	174.6216	14.8926	28.8696
-0.8752	-0.1731	-0.1460	167.9687	7.6904	25.8179
-0.9181	-0.1842	-0.1436	162.1094	1.7700	24.2920
-0.9424	-0.1838	-0.1279	158.0200	-0.7935	25.8789
-0.9965	-0.1710	-0.1227	157.2266	-0.3052	28.0151
-1.0121	-0.1783	-0.1309	158.8745	3.1128	31.0669
-0.9778	-0.1936	-0.1400	160.0952	10.0708	34.7900
-0.9360	-0.2076	-0.1698	159.3018	19.0430	37.1094
-0.9087	-0.2203	-0.2065	154.6631	25.6348	35.8276
-0.8694	-0.2426	-0.2151	147.8271	27.0386	31.4331
-0.8353	-0.2626	-0.2166	140.6250	21.9116	25.5737
-0.8276	-0.2654	-0.2264	133.3618	12.3901	19.1650
-0.8392	-0.2563	-0.2220	127.8687	1.5869	13.0615
-0.8708	-0.2450	-0.2177	124.4507	-8.8501	8.7280
-0.9060	-0.2349	-0.2173	123.7793	-17.0898	7.0190
-0.9475	-0.2274	-0.2133	125.1831	-20.3247	7.0801
-0.9753	-0.2252	-0.2175	127.7466	-19.0430	9.2163
-0.9535	-0.2236	-0.2454	130.0049	-13.0005	12.6343
-0.9113	-0.2079	-0.2839	132.3242	-5.0049	15.6860
-0.8828	-0.1903	-0.2861	135.9863	1.6479	17.7002
-0.8876	-0.1882	-0.3119	143.3105	4.6997	18.6768
-0.8560	-0.2776	-0.5272	149.7803	7.8735	18.4326
-0.8350	-0.5229	-0.9285	136.4746	11.7187	15.0757
-0.9705	-0.8936	-1.3048	75.7446	32.9590	6.9580
-1.0265	-1.0344	-1.3445	-42.3584	91.9189	-2.6245
-0.8590	-0.8467	-1.2103	-171.6309	161.9873	-20.0195
-0.6901	-0.5159	-1.2540	-274.7803	192.8711	-44.7388
-0.6119	-0.3440	-1.6256	-371.3989	170.4712	-66.3452
-0.6389	-0.3315	-1.8137	-482.9102	124.2065	-85.9375
-0.4547	-0.0977	-1.8954	-595.0317	90.8203	-108.2153
-0.2878	0.2300	-1.9625	-686.9507	61.4624	-135.5591
-0.2264	0.4320	-1.8170	-749.6948	31.1890	-168.9453
-0.3416	0.6548	-1.5280	-782.0435	16.7847	-179.3823
-0.6631	0.6216	-1.1846	-792.4805	23.0103	-146.7896
-0.6160	0.6959	-0.8019	-796.1426	3.1128	-141.3574
-0.3552	1.0836	-0.3513	-784.8511	-28.0151	-145.5078
-0.4772	1.4843	0.0709	-728.2104	-86.4868	-137.5732
-1.1267	1.8939	0.7275	-653.5645	-155.2734	-126.4648
-2.0406	2.2499	1.6677	-547.7905	-189.8804	-108.7646
-2.5504	2.2715	2.1317	-390.3809	-170.2881	-73.7915
-2.2894	2.0673	1.9341	-226.3794	-103.5156	-13.9160
-1.6642	1.8571	1.6178	-89.4775	-33.6304	48.4619
-1.1675	1.6884	1.2609	18.6768	10.0098	100.5249
