aX	aY	aZ	gX	gY	gZ	
-0.9818	0.0023	-0.0359	-296.9360	-4.7607	-15.8081
-0.9095	0.0229	-0.0100	-292.9077	-4.8218	-21.1182
-0.9166	0.0468	0.0245	-287.6587	-14.8926	-26.0010
-0.9683	0.0547	0.0852	-280.2734	-26.9165	-30.7617
-1.0238	0.0608	0.1537	-268.8599	-34.4849	-33.9355
-1.0707	0.0649	0.1964	-253.7842	-36.5601	-34.2407
-1.0836	0.0786	0.2264	-236.0229	-33.3252	-32.1655
-1.0679	0.0830	0.2512	-217.5293	-27.4048	-28.7476
-1.0592	0.0900	0.2585	-198.0591	-21.1182	-25.2686
-1.0480	0.0923	0.2672	-178.4058	-16.4185	-21.4233
-1.0400	0.0903	0.2761	-159.1187	-12.8784	-18.7378
-1.0261	0.0883	0.2788	-140.5640	-9.9487	-16.9067
-1.0189	0.0753	0.2726	-122.5586	-7.9346	-15.7471
-0.9965	0.0563	0.2617	-105.2246	-7.3242	-14.6484
-0.9939	0.0488	0.2361	-89.2334	-9.0332	-11.7187
-1.0217	0.0485	0.2163	-74.7070	-12.7563	-7.6904
-1.0508	0.0421	0.2009	-61.8896	-16.2354	-3.8452
-1.0575	0.0306	0.1871	-50.5371	-17.5171	0.8545
-1.0470	0.0253	0.1696	-40.4663	-17.8833	6.9580
-1.0447	0.0228	0.1488	-31.6772	-17.9443	12.8174
-1.0457	0.0146	0.1288	-24.1699	-16.1133	17.6392
-1.0376	0.0015	0.1104	-17.7612	-12.5732	21.3013
-1.0029	-0.0115	0.0942	-12.9395	-8.9722	23.4375
-0.9698	-0.0189	0.0865	-9.6436	-6.1646	24.4751
-0.9528	-0.0283	0.0771	-6.9580	-4.3945	23.5596
-0.9481	-0.0476	0.0618	-4.6387	-3.5400	20.9961
-0.9290	-0.0635	0.0319	-3.1738	-3.6621	18.4326
-0.9409	-0.0630	0.0140	-3.3569	-4.5166	16.2354
-0.9611	-0.0649	0.0101	-4.6997	-4.3945	14.0991
-0.9543	-0.0649	0.0194	-7.3242	-4.0894	12.1460
-0.9152	-0.0526	0.0356	-11.4746	-4.9438	12.0850
-0.8978	-0.0271	0.0533	-16.1743	-7.3242	13.1836
-0.8854	0.0132	0.0804	-22.0337	-11.2915	14.7705
-0.8593	0.0797	0.1332	-29.8462	-17.2729	17.2729
-0.8553	0.1417	0.1909	-36.4990	-23.6816	19.6533
