aX	aY	aZ	gX	gY	gZ	
-0.0886	0.9845	0.4480	-117.9199	-21.2402	-11.9019
-0.1599	0.9875	0.4279	-103.3325	-29.1138	-6.8359
-0.1934	0.9932	0.4008	-88.5620	-29.1748	-1.1597
-0.2000	1.0090	0.3787	-74.0967	-22.7661	4.3335
-0.1796	1.0204	0.3602	-60.3027	-12.4512	8.3618
-0.1305	1.0195	0.3408	-48.4009	-1.9531	10.8643
-0.0780	1.0055	0.3228	-39.0625	4.7607	11.3525
-0.0503	0.9969	0.3052	-32.7759	6.8970	10.1929
-0.0382	0.9952	0.2771	-28.7476	5.5542	8.4229
-0.0356	0.9840	0.2506	-26.9775	2.8076	5.0049
-0.0327	0.9650	0.2382	-26.8555	0.8545	1.0376
-0.0476	0.9568	0.2245	-27.4048	-0.2441	-2.7466
-0.0802	0.9515	0.1930	-28.4424	-0.9155	-5.7373
-0.0859	0.9424	0.1685	-30.2734	-1.0986	-7.5073
-0.0941	0.9287	0.1483	-32.9590	-1.7700	-8.6670
-0.1058	0.9249	0.1365	-36.0718	-1.9531	-9.2163
-0.1066	0.9269	0.1309	-39.2456	-1.5869	-9.3994
-0.1080	0.9264	0.1165	-41.1987	-1.5869	-10.8032
-0.1014	0.9194	0.1012	-43.5181	-1.2817	-10.9253
-0.0973	0.9120	0.0959	-46.6309	-0.8545	-10.6812
-0.0945	0.9099	0.0963	-50.4761	-0.2441	-10.0708
-0.0848	0.9127	0.0894	-54.1992	1.0986	-9.1553
-0.0739	0.9208	0.0807	-57.9224	2.1362	-8.0566
-0.0625	0.9247	0.0802	-61.4624	2.9297	-7.0801
-0.0613	0.9336	0.0822	-64.6973	3.9062	-6.5308
-0.0594	0.9349	0.0822	-66.0400	5.0049	-6.3477
-0.0460	0.9331	0.0913	-66.2842	5.3711	-6.7749
-0.0487	0.9365	0.0975	-65.1245	4.4556	-6.7749
-0.0430	0.9409	0.1071	-62.5000	2.3804	-5.7983
-0.0385	0.9498	0.1189	-59.2041	-0.3662	-4.2114
-0.0500	0.9716	0.1382	-54.2603	-3.4180	-1.9531
-0.0016	1.0104	0.1543	-47.4243	-4.0894	0.1221
0.0128	1.0902	0.2616	-37.1094	-4.5776	0.3052
-0.1494	1.1702	0.4285	-15.9912	-3.9062	3.1128
-0.4802	1.3286	0.8087	22.5220	-1.7090	14.3433
-0.8638	1.5598	1.1428	88.2568	-5.3101	35.4004
-0.8376	1.6279	1.0940	182.4341	-0.6104	64.0259
-0.5615	1.7030	1.3632	288.5132	29.4800	89.4165
-0.7190	1.8119	0.8085	427.3682	63.4155	107.8491
-0.7008	1.6862	0.5543	552.5513	122.9248	119.6899
-0.1693	1.5811	0.4431	654.3579	198.4253	108.9478
0.4280	1.5601	0.2402	737.7930	249.6948	69.6411
0.6742	1.5234	-0.1066	785.2783	241.3940	20.3247
1.1495	1.1847	-0.5697	771.8506	179.4434	-10.8032
1.3567	0.5068	-0.6266	666.3208	70.4956	-23.5596
0.7665	-0.1686	-0.5188	480.8960	-31.3110	-26.8555
-0.0271	-0.4767	-0.1970	245.4834	-94.0552	-22.9492
-0.2958	-0.2489	0.1891	27.4048	-106.8115	-23.3765
-0.2312	0.3008	0.2971	-117.4927	-91.7358	-40.7715
-0.1095	0.5293	0.1743	-194.2749	-74.4019	-54.5654
-0.1466	0.5480	0.0225	-228.1494	-62.9883	-63.7817
-0.2955	0.5900	-0.0272	-244.6289	-65.0024	-70.8008
-0.3927	0.6583	0.0020	-254.2114	-65.3076	-71.4111
-0.4143	0.6814	0.0560	-256.7139	-50.1709	-64.5752
-0.3918	0.6910	0.1074	-253.4790	-22.2778	-54.5044
-0.3014	0.7051	0.1593	-249.0845	3.4790	-45.7764
-0.2021	0.7150	0.2584	-245.2393	17.5781	-39.3066
-0.1478	0.7290	0.3350	-240.1733	18.0054	-34.7900
-0.1495	0.7684	0.3824	-233.8257	8.9722	-31.7383
-0.1447	0.8176	0.4286	-228.0273	-3.7842	-29.4800
-0.1372	0.8967	0.4657	-223.5107	-14.5874	-27.4658
-0.1274	0.9667	0.4865	-216.0034	-22.2778	-25.4517
-0.1237	1.0078	0.4758	-204.6509	-27.7710	-23.3765
-0.1155	1.0344	0.4431	-191.7725	-33.0200	-21.2402
-0.1122	1.0684	0.4335	-180.7251	-38.5132	-18.4937
-0.1301	1.1072	0.4314	-169.9829	-41.8701	-15.4419
-0.1621	1.1459	0.4287	-157.5317	-40.2832	-11.9629
-0.1702	1.1605	0.4269	-144.2871	-34.7290	-9.1553
-0.1648	1.1616	0.4299	-131.3477	-26.9165	-6.4087
-0.1593	1.1523	0.4335	-118.5303	-17.4561	-3.2349
-0.1344	1.1388	0.4298	-105.4688	-7.9346	0.3052
-0.0997	1.1154	0.4258	-92.5903	-1.2817	3.7842
-0.0713	1.0929	0.4147	-80.6274	2.1973	6.4087
-0.0691	1.0676	0.3850	-69.0918	2.3804	9.0332
-0.0642	1.0339	0.3505	-58.4106	0.2441	11.8408
-0.0569	1.0000	0.3280	-49.4995	-3.4790	13.6108
-0.0724	0.9763	0.3031	-40.5884	-8.2397	15.5640
-0.1097	0.9655	0.2740	-32.5928	-11.9019	18.1885
-0.1356	0.9467	0.2469	-24.9634	-13.9160	20.7520
-0.1494	0.9292	0.2046	-17.8223	-13.7939	22.5220
-0.1415	0.9244	0.1635	-13.3057	-10.6812	23.1934
-0.1182	0.9136	0.1421	-10.9253	-6.6528	22.1558
-0.0995	0.9063	0.1359	-11.1694	-4.0894	19.5313
-0.0983	0.9095	0.1389	-12.2681	-3.1738	16.1133
-0.1145	0.9188	0.1311	-12.6953	-3.4790	13.0615
-0.1305	0.9257	0.1293	-12.9395	-4.1504	9.9487
-0.1316	0.9314	0.1357	-13.7329	-4.0894	7.0190
-0.1326	0.9404	0.1454	-14.2212	-3.1128	4.6387
-0.1434	0.9504	0.1512	-13.5498	-1.4038	3.2349
-0.1490	0.9510	0.1436	-12.2681	0.9766	2.8076
-0.1273	0.9421	0.1340	-11.6577	2.3193	3.2959
-0.1135	0.9303	0.1429	-11.9019	1.6479	3.7231
-0.1185	0.9280	0.1509	-11.8408	-0.3662	4.3335
-0.1405	0.9366	0.1421	-10.7422	-3.2349	5.3101
-0.1539	0.9392	0.1316	-9.4604	-5.1270	6.5918
-0.1610	0.9255	0.1281	-8.3008	-5.6152	7.6294
-0.1600	0.9135	0.1176	-7.4463	-3.7842	8.9722
-0.1354	0.9066	0.1031	-7.5684	-0.9155	10.8032
-0.1047	0.8962	0.0919	-10.1929	0.9155	11.3525
-0.0771	0.8763	0.0880	-14.4043	1.8921	11.1084
-0.0731	0.8679	0.0857	-19.7144	1.2817	10.8032
-0.0770	0.8632	0.0767	-25.2075	-0.7324	9.7046
-0.0896	0.8627	0.0660	-30.8838	-3.4790	8.2397
-0.1090	0.8599	0.0549	-36.4380	-4.6997	6.5308
-0.1244	0.8501	0.0260	-41.5039	-3.8452	4.7607
-0.1299	0.8342	0.0134	-46.8140	-2.0752	2.9297
-0.1204	0.8347	0.0000	-52.5513	-0.4883	1.0986
-0.1096	0.8491	-0.0001	-59.8145	-0.4883	-1.5259
-0.1152	0.8698	0.0109	-66.7725	-0.7935	-4.3945
-0.1080	0.8949	0.0190	-72.5708	0.1831	-6.4087
-0.0624	0.9266	0.0493	-77.8198	0.6104	-8.5449
-0.0099	0.9943	0.1051	-82.0923	-1.2207	-11.8408
0.0281	1.0856	0.2314	-81.5430	-1.5259	-14.7705
-0.1534	1.2788	0.5106	-65.4907	0.9766	-11.3525
-0.4724	1.4574	0.7928	-23.1934	-1.2817	2.8076
-0.9125	1.6708	1.1914	41.3818	-22.0947	28.4424
-1.1774	1.8718	1.7083	137.1460	-41.3818	67.5049
-1.1235	1.9590	1.3423	288.6963	-28.1982	113.5864
-1.1373	1.9990	0.9844	456.2378	26.9775	159.3018
-1.0195	2.0884	0.9093	608.9478	123.5352	177.1240
-0.1104	2.1691	0.6084	754.8828	228.6987	145.0195
0.5713	2.0245	0.1006	863.8306	261.9019	79.7729
0.4302	1.8190	-0.2321	902.0386	224.9146	18.5547
0.4053	1.6075	-0.3408	864.8071	166.0767	-4.9438
0.8593	0.8488	-0.2809	759.9487	109.3140	-3.4180
0.9679	-0.1721	-0.3309	603.3325	48.4009	5.9814
0.3743	-0.6071	-0.2078	392.1509	-36.4380	15.0757
-0.0530	-0.5236	-0.0255	174.9878	-106.1401	3.7231
-0.1466	-0.0370	-0.0054	10.0708	-135.5591	-24.7803
-0.2056	0.3345	0.0494	-89.9048	-141.9678	-49.8047
-0.3630	0.5403	-0.0137	-132.5684	-132.7515	-61.5845
-0.6416	0.6071	0.0703	-142.9443	-114.0137	-58.5327
-0.8330	0.6075	0.2133	-138.7329	-83.4961	-41.9922
-0.7280	0.5573	0.3127	-125.3662	-39.4897	-24.2310
-0.5320	0.4792	0.3804	-110.5347	3.7842	-13.9771
-0.3892	0.3962	0.4088	-103.2715	34.5459	-11.0474
-0.2710	0.3264	0.4199	-109.0698	49.3164	-12.1460
-0.1853	0.3081	0.4315	-126.6479	51.4526	-14.2822
-0.1285	0.3389	0.4165	-150.8179	47.4243	-16.8457
-0.0922	0.4078	0.3962	-177.6123	41.7480	-21.5454
-0.0989	0.5134	0.3799	-202.3315	37.5366	-28.5645
-0.1165	0.6382	0.3916	-221.4355	34.4849	-37.2925
-0.1426	0.7411	0.4023	-231.5674	32.1045	-47.0581
-0.1852	0.7809	0.4023	-234.0088	31.0059	-52.4292
-0.2244	0.8175	0.4126	-231.3843	34.7900	-56.2134
-0.2054	0.8622	0.4342	-227.6001	37.1704	-55.1758
-0.1654	0.8868	0.4681	-222.6562	39.9780	-51.6357
-0.1141	0.9003	0.4855	-218.0786	40.5884	-47.5464
-0.0403	0.8877	0.4836	-212.8296	35.8887	-45.8374
-0.0021	0.8795	0.4695	-209.5337	26.6724	-44.6167
-0.0067	0.8995	0.4558	-208.0078	17.7002	-42.7246
-0.0094	0.9297	0.4403	-207.5195	10.1929	-41.1987
-0.0225	0.9473	0.4230	-206.6040	3.3569	-40.1611
-0.0582	0.9783	0.4183	-204.6509	-1.1597	-38.0859
-0.0908	1.0157	0.4216	-199.4019	-4.0894	-33.2642
-0.0778	1.0256	0.4331	-189.4531	-6.0425	-28.1982
-0.0671	1.0277	0.4506	-176.0864	-8.5449	-24.1699
-0.0973	1.0421	0.4287	-159.4849	-12.3291	-19.8364
-0.1246	1.0437	0.4230	-141.4795	-16.4185	-14.8315
-0.1354	1.0465	0.4125	-124.6338	-19.8364	-9.6436
-0.1448	1.0546	0.3973	-107.6660	-20.2026	-5.0659
-0.1421	1.0702	0.3799	-91.7358	-16.1133	-0.5493
-0.1208	1.0712	0.3586	-77.2095	-9.8267	3.0518
-0.0909	1.0652	0.3340	-64.9414	-3.7231	4.9438
-0.0619	1.0500	0.2976	-55.4810	0.9155	4.5776
-0.0490	1.0338	0.2653	-48.5229	4.0894	2.3804
-0.0493	1.0193	0.2260	-43.3960	6.1646	-0.3052
-0.0355	0.9938	0.1992	-40.4663	6.4697	-3.1128
-0.0253	0.9834	0.1947	-39.1846	4.0283	-6.4697
-0.0504	0.9880	0.1754	-38.3301	-0.2441	-8.9111
-0.0793	0.9952	0.1560	-37.9028	-3.9062	-10.3760
-0.1033	0.9912	0.1418	-37.6587	-6.6528	-10.4980
-0.1182	0.9828	0.1230	-36.6211	-7.5073	-10.1929
-0.1118	0.9734	0.1030	-36.5601	-7.3853	-9.0332
-0.1095	0.9597	0.0833	-37.7808	-7.7515	-7.2021
-0.1083	0.9535	0.0670	-39.8560	-8.1787	-5.1880
-0.1102	0.9515	0.0526	-42.7856	-8.6670	-3.4790
-0.0942	0.9352	0.0376	-45.6543	-8.9111	-1.6479
-0.0814	0.9275	0.0228	-49.4385	-9.3994	-0.1221
-0.0753	0.9248	0.0200	-53.9551	-10.9253	0.8545
-0.0824	0.9260	0.0259	-58.0444	-12.5732	1.2207
-0.0793	0.9330	0.0308	-61.0962	-13.5498	1.7090
-0.0485	0.9521	0.0493	-62.6221	-14.3433	1.8921
0.0002	1.0056	0.1090	-63.1714	-16.4185	1.5259
0.0112	1.0900	0.2457	-58.9600	-18.4326	1.7090
-0.1660	1.2509	0.5037	-40.1611	-18.1885	6.2256
-0.5449	1.4861	0.8489	1.5259	-22.4609	21.4233
-0.8401	1.7059	1.1573	69.5801	-36.1328	47.5464
-1.0416	1.8153	1.3179	164.8560	-43.7012	83.1299
-0.9229	1.9341	1.4082	284.3628	-22.1558	125.3052
-1.0001	2.0261	0.9064	437.4390	14.7095	159.7900
-0.9825	2.0634	0.8113	578.4912	88.9893	191.9556
-0.5438	2.0847	0.7827	720.8862	190.9180	188.5376
0.3721	2.1929	0.5330	860.6567	263.7939	138.7939
0.8492	2.2218	-0.1505	959.1064	243.1641	70.8008
0.9462	1.8469	-0.7018	966.9800	154.9683	19.3481
0.7397	0.7941	-0.7451	850.1587	56.3965	16.1133
0.3370	-0.6693	-0.5621	629.0283	6.5918	40.5884
0.1473	-1.1531	-0.1332	343.0786	-9.6436	53.9551
0.2343	-0.6799	0.1721	92.9565	-33.0200	14.7705
0.1986	0.0771	0.2126	-61.4624	-70.6787	-32.4707
0.0104	0.3964	0.0781	-129.4556	-113.4644	-63.1714
-0.2457	0.5084	0.0095	-145.6299	-142.7612	-67.8711
-0.6494	0.6022	0.0533	-139.0991	-141.0522	-51.1475
-0.8523	0.5414	0.0895	-123.0469	-104.9805	-26.8555
-0.7412	0.4333	0.2229	-107.9102	-50.9033	-5.1270
-0.5223	0.3801	0.3242	-95.3979	3.7842	8.6670
-0.2830	0.3256	0.4226	-89.4775	42.9077	14.0991
-0.0804	0.2699	0.5077	-92.0410	57.4951	10.2539
0.0212	0.2515	0.5685	-99.7925	48.8892	0.3052
-0.0023	0.2855	0.6124	-111.8774	26.6113	-10.9863
-0.0634	0.3490	0.6384	-125.8545	4.3945	-21.3623
-0.1456	0.4415	0.6611	-138.7939	-9.8267	-29.7852
-0.2429	0.5338	0.6738	-146.5454	-15.0757	-34.9731
-0.3218	0.6157	0.6710	-149.1089	-12.2070	-35.6445
-0.3292	0.6855	0.6548	-147.9492	-3.4790	-31.5552
-0.2844	0.7413	0.6244	-145.1416	8.0566	-24.9634
-0.2815	0.7489	0.6345	-141.3574	19.2261	-19.1650
-0.2682	0.7830	0.6555	-136.6577	29.1138	-17.2729
-0.2219	0.7997	0.6548	-132.8125	31.7993	-11.7798
-0.1608	0.7684	0.6393	-130.6152	29.9072	-7.5684
-0.1112	0.7295	0.6071	-132.2632	23.3765	-6.7749
-0.0745	0.7072	0.5894	-137.6953	14.0991	-9.3384
-0.0464	0.7106	0.5703	-144.8975	4.5166	-13.8550
-0.0374	0.7317	0.5510	-153.2593	-4.5166	-18.7988
-0.0574	0.7637	0.5193	-161.0107	-13.7329	-22.7051
-0.1063	0.8060	0.4867	-166.4429	-23.1934	-24.9023
-0.1600	0.8372	0.4762	-168.6401	-30.7007	-24.7192
-0.2097	0.8584	0.4502	-166.5649	-34.9731	-23.1934
-0.2428	0.8629	0.4237	-162.2314	-36.4380	-20.7520
-0.2563	0.8752	0.4031	-156.7383	-35.0342	-17.7002
-0.2581	0.8888	0.3918	-149.9023	-32.1655	-15.2588
-0.2542	0.9034	0.3939	-142.4561	-28.7476	-13.7329
-0.2418	0.9111	0.3926	-134.6436	-24.0479	-12.8784
-0.2168	0.9093	0.3931	-127.4414	-18.6157	-11.5356
-0.1747	0.9117	0.3853	-122.1313	-14.0991	-10.3760
-0.1359	0.9205	0.3712	-117.9810	-11.9629	-10.6812
-0.1190	0.9299	0.3608	-114.5020	-11.6577	-12.0850
-0.1157	0.9447	0.3394	-110.7788	-11.8408	-13.7329
-0.1023	0.9606	0.3268	-107.2388	-12.5732	-16.2964
-0.0969	0.9734	0.3208	-104.0039	-14.9536	-19.7754
-0.1244	0.9880	0.3141	-99.4263	-17.5171	-23.0713
-0.1499	1.0001	0.2924	-93.6279	-18.3716	-25.3296
-0.1566	0.9939	0.2618	-87.4634	-18.6768	-27.2827
-0.1692	0.9845	0.2312	-82.7637	-18.7378	-27.8931
-0.1746	0.9769	0.2078	-78.9795	-16.3574	-27.8931
-0.1707	0.9724	0.1748	-76.8433	-11.9629	-27.7100
-0.1493	0.9728	0.1509	-76.1719	-6.2256	-26.9775
-0.1344	0.9679	0.1331	-76.4771	-0.7935	-26.2451
-0.1227	0.9623	0.1260	-77.6978	3.5400	-25.2075
-0.0992	0.9608	0.1274	-79.4067	5.7983	-23.5596
-0.0739	0.9658	0.1310	-81.4209	4.0894	-21.6064
-0.0530	0.9797	0.1309	-82.5806	-1.1597	-20.0806
-0.0206	1.0027	0.1558	-82.6416	-9.6436	-18.8599
-0.0502	1.0583	0.2200	-80.3223	-21.6675	-17.7612
-0.1619	1.1598	0.3569	-70.8618	-31.3721	-14.0381
-0.4739	1.3300	0.6481	-44.6777	-34.9731	-3.6621
-0.8337	1.5110	0.8800	5.7983	-35.4004	20.4468
-0.9187	1.6490	1.3308	72.8149	-34.0576	56.2134
-0.8492	1.7473	1.1469	170.1050	-32.1045	91.9189
-0.9591	1.8347	1.0505	284.9121	-19.4702	132.0801
-0.8798	1.8348	0.9120	396.6064	12.5122	179.3823
-0.6118	1.8572	0.7694	508.2397	68.0542	211.5479
-0.0565	1.7689	0.6372	620.6665	122.9858	206.9702
0.2953	1.6609	0.5204	720.1538	132.4463	157.0435
0.1240	1.7416	0.2473	794.5557	102.6001	95.7031
0.0033	1.7115	0.0021	827.9419	73.1201	67.3218
0.3097	1.4917	-0.2100	803.4668	53.5889	71.8384
0.5975	0.6051	-0.3517	704.3457	26.5503	68.9697
0.5160	-0.5165	-0.3263	540.2222	-7.3853	49.4995
0.1423	-0.9066	-0.0634	335.5103	-55.2368	38.0859
-0.0924	-0.6643	0.1117	147.8271	-86.6089	15.3198
-0.0648	-0.3590	0.1365	10.7422	-91.0645	-16.1133
-0.0466	-0.0198	0.1444	-79.0405	-84.1675	-39.7339
-0.1567	0.3124	0.1447	-127.1973	-78.3691	-53.9551
-0.3979	0.4669	0.1571	-144.6533	-66.3452	-59.5093
-0.6443	0.5319	0.2262	-148.8037	-46.7529	-52.1851
-0.6550	0.5245	0.3503	-144.7754	-14.8315	-34.7900
-0.5043	0.4589	0.4275	-133.4839	22.2778	-17.2119
-0.3446	0.3771	0.5054	-122.5586	47.6074	-7.4463
-0.2832	0.3253	0.5746	-116.5771	54.6265	-7.9956
-0.2565	0.3119	0.6149	-116.6992	49.2554	-14.1602
-0.2385	0.3202	0.6169	-122.0093	42.1753	-20.4468
-0.2148	0.3508	0.6075	-132.3242	38.5132	-26.3672
-0.2391	0.4082	0.6058	-146.4233	40.1611	-34.4238
-0.2992	0.4858	0.5991	-160.2783	45.4102	-42.7246
-0.3667	0.5911	0.6091	-171.0815	52.9175	-47.8516
-0.3779	0.6520	0.5959	-177.0630	62.8662	-47.3022
-0.3015	0.7039	0.5870	-179.8706	71.8384	-41.6870
-0.1925	0.6880	0.5667	-181.7627	73.4863	-34.9121
-0.1346	0.7349	0.5612	-181.9458	72.1436	-39.1846
-0.0996	0.7987	0.5663	-184.5093	59.4482	-36.3770
-0.0872	0.8007	0.5804	-186.9507	41.0767	-30.6396
-0.0774	0.7688	0.5760	-188.5376	20.2637	-28.9307
-0.0769	0.7618	0.5798	-189.5142	-0.3662	-29.7852
-0.0936	0.7964	0.5648	-190.2466	-17.0288	-31.5552
-0.1255	0.8363	0.5488	-190.1245	-30.4565	-32.9590
-0.1802	0.8722	0.5236	-189.6973	-39.2456	-33.2031
-0.2504	0.9050	0.5042	-187.0728	-41.2598	-31.1279
-0.2843	0.9290	0.4872	-181.0913	-36.0718	-27.0386
-0.2795	0.9365	0.4740	-172.1802	-26.9165	-22.9492
-0.2499	0.9344	0.4625	-161.6821	-18.7378	-19.8364
-0.2187	0.9393	0.4581	-149.9023	-14.2212	-16.8457
-0.1937	0.9556	0.4680	-137.2070	-14.2822	-14.5874
-0.1902	0.9626	0.4661	-124.3286	-18.0054	-12.6343
-0.1886	0.9673	0.4714	-111.0840	-21.4844	-9.9487
-0.1945	0.9651	0.4618	-98.2056	-25.0854	-6.4087
-0.2013	0.9587	0.4412	-87.1582	-27.7100	-2.6245
-0.1943	0.9548	0.4204	-77.6978	-28.5645	1.5869
-0.1816	0.9595	0.4109	-69.8242	-27.4658	4.3945
-0.1743	0.9644	0.3877	-62.8662	-24.9634	5.7373
-0.1722	0.9685	0.3601	-56.7627	-21.9727	5.7373
-0.1750	0.9692	0.3389	-51.5137	-18.9209	5.0049
-0.1680	0.9568	0.3035	-47.0581	-15.8081	3.2959
-0.1592	0.9437	0.2694	-44.2505	-13.0615	0.2441
-0.1520	0.9265	0.2428	-42.1753	-10.0708	-3.4180
-0.1477	0.9224	0.2323	-40.6494	-7.5684	-7.6294
-0.1483	0.9200	0.2235	-39.7339	-5.8594	-11.5967
-0.1566	0.9193	0.2177	-39.0625	-5.0049	-14.4043
-0.1630	0.9207	0.2161	-38.8184	-4.0894	-16.7236
-0.1616	0.9160	0.2134	-38.5742	-2.9907	-17.7002
-0.1586	0.9150	0.2134	-38.3301	-2.3193	-18.1274
-0.1638	0.9153	0.2086	-37.4146	-1.4038	-18.0054
-0.1626	0.9042	0.1946	-36.5601	-0.4883	-17.4561
-0.1685	0.8981	0.1774	-36.1328	0.4272	-16.2964
-0.1671	0.8994	0.1631	-35.9497	1.7700	-14.7705
-0.1580	0.9045	0.1492	-36.0718	2.6245	-14.2212
-0.1488	0.9049	0.1366	-36.6211	2.1362	-14.5264
-0.1462	0.9012	0.1320	-37.4146	1.4038	-14.7095
-0.1472	0.9001	0.1252	-38.1470	0.4883	-14.7705
-0.1562	0.9011	0.1155	-39.3677	-0.5493	-14.8926
-0.1600	0.8965	0.1058	-40.8325	-1.1597	-13.8550
-0.1547	0.8877	0.0941	-43.2739	-1.4038	-11.9019
-0.1490	0.8938	0.0869	-46.0815	-1.2817	-9.2163
-0.1274	0.9166	0.1028	-49.1943	-2.1973	-6.7139
-0.1296	0.9595	0.1619	-50.9644	-5.0659	-5.9814
-0.2308	1.0463	0.3241	-46.7529	-7.9346	-5.0659
-0.4716	1.1794	0.5459	-27.2827	-9.8877	0.7324
-0.7875	1.3427	0.8702	11.3525	-9.7656	17.8223
-0.9612	1.5551	1.0685	71.8384	-8.3008	49.0723
-0.8523	1.7395	1.0574	160.1562	-2.5635	87.1582
-0.8600	1.8636	0.9388	267.5171	10.1318	126.5869
-0.7915	1.7495	0.8273	371.9482	27.4048	163.6963
-0.4906	1.6943	0.8356	467.1021	57.9834	191.2842
0.0177	1.6553	0.7377	560.9741	81.1157	189.9414
0.3370	1.5571	0.5555	640.6250	73.7915	152.8320
0.2386	1.5144	0.2985	693.7256	43.7012	101.3184
0.1221	1.4121	-0.0403	708.9233	19.6533	59.3872
-0.1852	0.9757	-0.2936	665.2832	18.1274	34.6680
-0.5851	0.3290	-0.3619	549.0112	63.4766	33.2031
-0.4327	-0.3273	-0.1929	378.9673	141.4185	43.9453
0.1346	-0.5004	0.0616	205.3223	201.6602	34.4849
0.6174	-0.1952	0.1980	64.6362	195.0684	2.3193
0.6146	0.0913	0.2793	-35.8887	122.3145	-25.2686
0.3827	0.2113	0.2316	-99.1821	17.3950	-39.3066
0.0825	0.3036	0.1617	-136.9629	-76.5381	-38.2080
-0.2124	0.3560	0.1084	-162.4756	-130.1270	-29.1138
-0.4253	0.3925	0.1312	-185.1196	-135.0098	-18.1274
-0.4647	0.4271	0.1605	-204.2847	-107.1777	-9.4604
-0.3693	0.4497	0.1702	-220.5811	-68.6646	-8.3618
-0.2880	0.4790	0.1997	-237.5488	-33.4473	-15.1978
-0.1729	0.5065	0.2469	-253.9062	-8.1787	-26.4282
-0.0497	0.5574	0.2660	-267.0898	5.2490	-41.6870
0.0126	0.6425	0.3198	-275.8179	8.9722	-59.0210
-0.0247	0.7152	0.3357	-277.8931	2.8076	-72.8149
-0.1410	0.7808	0.3352	-274.4751	-1.7090	-84.2896
-0.2461	0.8707	0.3922	-267.6392	-4.8218	-89.4775
-0.3020	0.9261	0.4277	-254.0283	1.4038	-83.9844
-0.2932	0.9513	0.4539	-235.6567	14.4653	-74.1577
-0.2184	0.9694	0.4772	-218.3838	24.1089	-65.3076
-0.1411	0.9989	0.5123	-201.9043	24.9634	-58.8379
-0.1173	1.0398	0.5286	-185.1196	19.2871	-54.8706
-0.1284	1.0675	0.5421	-168.5181	10.9863	-50.6592
-0.1440	1.0861	0.5402	-152.9541	4.2725	-44.6777
-0.1454	1.0918	0.5209	-137.8784	0.3662	-38.1470
-0.1434	1.0959	0.4934	-124.0845	-1.8921	-32.2876
-0.1447	1.0970	0.4722	-111.9385	-3.2959	-27.2217
-0.1478	1.0854	0.4469	-100.2197	-3.5400	-22.9492
-0.1527	1.0771	0.4218	-89.1724	-2.5635	-18.7988
-0.1548	1.0692	0.3973	-78.1250	-0.8545	-14.8315
-0.1393	1.0552	0.3728	-67.1997	0.7935	-12.2681
-0.1315	1.0431	0.3542	-56.8848	1.9531	-10.6201
-0.1268	1.0293	0.3331	-47.1191	2.3193	-9.3994
-0.1246	1.0194	0.3038	-37.8418	1.3428	-8.0566
-0.1312	1.0054	0.2744	-30.5176	-0.6104	-6.5308
-0.1322	0.9880	0.2385	-26.0010	-2.0142	-4.3945
-0.1178	0.9572	0.2079	-24.0479	-3.4790	-1.4648
-0.1113	0.9355	0.1830	-25.2075	-4.8828	1.0986
-0.1063	0.9192	0.1633	-27.8320	-6.1646	2.8076
-0.1031	0.9091	0.1438	-31.6162	-7.8125	3.3569
-0.1179	0.9056	0.1260	-35.4004	-9.4604	2.6245
-0.1322	0.9071	0.1119	-37.9639	-10.3760	1.2817
-0.1371	0.9053	0.1049	-40.1001	-9.5215	-0.7324
-0.1359	0.8955	0.1014	-41.6870	-7.4463	-2.3193
-0.1318	0.8872	0.0996	-43.3960	-4.7607	-3.9673
-0.1127	0.8834	0.0956	-45.3491	-2.1973	-4.8218
-0.0862	0.8850	0.0978	-47.6074	-1.4038	-5.1880
-0.0686	0.8895	0.0988	-49.8047	-2.4414	-5.9204
-0.0632	0.8979	0.1010	-52.4292	-4.3335	-6.2866
-0.0695	0.9066	0.1024	-54.1382	-5.0049	-6.8359
-0.0645	0.9180	0.1079	-55.1147	-4.5776	-7.3853
-0.0503	0.9413	0.1134	-55.3589	-4.2725	-8.2397
-0.0244	0.9780	0.1481	-54.5654	-4.6387	-10.2539
0.0107	1.0095	0.2325	-51.0864	-4.5166	-14.4653
-0.0797	1.1165	0.4058	-40.5273	-3.7842	-17.7612
-0.4706	1.3478	0.7421	-13.9160	-1.8311	-14.8315
-0.7490	1.5457	0.9685	39.1235	5.0659	0.8545
-0.7378	1.7217	1.1825	117.7979	16.7847	23.9868
-0.5645	1.9186	1.3345	215.5762	29.4189	47.2412
-0.6738	1.9833	1.1725	336.1816	35.0952	70.7397
-0.7124	1.9016	0.8859	458.9844	50.9033	96.6187
-0.5151	1.8217	0.7197	570.9839	95.8252	113.9526
0.0215	1.6923	0.6211	665.9546	145.2026	104.4312
0.4071	1.6183	0.4144	738.9526	157.3486	61.0352
0.5106	1.5835	0.0446	779.4189	128.6621	7.8735
0.6105	1.2728	-0.2214	764.4043	79.4067	-27.4048
0.2377	0.6460	-0.2212	681.9458	33.6914	-33.5083
0.0598	0.0597	-0.1500	539.6118	23.9868	-16.6626
0.2802	-0.3687	-0.0448	361.9995	33.7524	1.8311
0.3373	-0.4143	0.1647	184.6924	30.0293	0.6714
0.3339	-0.1479	0.2836	44.4336	-4.2114	-17.0898
0.2031	0.0870	0.2472	-48.7671	-60.5469	-27.7100
-0.0748	0.2242	0.1714	-101.0742	-121.0327	-24.1699
