aX	aY	aZ	gX	gY	gZ	
-0.0205	-0.9882	-0.3505	57.2510	36.7432	9.9487
-0.0490	-1.0138	-0.4784	65.7349	44.7388	8.8501
0.0127	-1.0934	-0.7271	65.1245	57.2510	5.8594
0.1617	-1.2299	-1.0564	41.0767	65.7959	1.2207
0.2524	-1.3387	-1.3196	-18.1885	63.2935	-7.8125
0.2057	-1.3989	-1.4261	-105.3467	51.0864	-25.9399
0.1837	-1.3563	-1.4901	-196.2280	35.2173	-49.9268
0.1998	-1.2983	-1.4335	-272.3999	7.4463	-71.9604
0.1599	-1.2607	-1.4287	-329.0405	-38.1470	-83.1299
0.2484	-1.2299	-1.5428	-373.7183	-89.9048	-89.7827
0.4144	-1.2526	-1.5118	-424.7437	-139.8926	-101.4404
0.4679	-1.0804	-1.4487	-478.2715	-191.5283	-116.0278
0.4114	-0.8088	-1.3214	-522.8271	-242.2485	-133.4839
0.2356	-0.5648	-1.0350	-553.4668	-287.9028	-151.1841
0.0298	-0.4111	-0.7113	-573.4253	-312.2559	-167.0532
-0.2401	-0.1929	-0.4600	-589.4775	-314.8804	-184.6924
-0.5414	0.1885	-0.0245	-602.4780	-305.0537	-201.4160
-0.9135	0.6954	0.7401	-585.6323	-268.3716	-207.8857
-1.3196	1.0804	1.7881	-519.1650	-206.0547	-201.4771
-1.7991	1.1564	2.4336	-394.7754	-129.3945	-181.2134
-1.7073	1.1487	2.5894	-249.7559	-59.6313	-140.8691
-1.4548	1.0760	2.3767	-111.4502	7.3853	-92.5293
-1.1050	0.9664	2.0876	-4.4556	72.5708	-42.9077
-0.6996	0.7927	1.7849	69.9463	112.2437	9.7656
-0.4103	0.5941	1.4674	114.0747	116.5771	49.3164
-0.2299	0.3828	1.1743	132.3242	95.7642	70.3125
-0.1302	0.1688	0.9465	130.1880	61.5234	80.8105
-0.1322	-0.0336	0.7965	113.9526	24.6582	82.3975
-0.2183	-0.2263	0.7162	91.8579	-8.1177	75.6836
-0.3354	-0.4148	0.6716	73.5474	-29.4800	63.7817
-0.4590	-0.5930	0.6385	63.4766	-37.5366	49.9878
-0.6085	-0.7490	0.6534	64.8193	-34.7900	38.0249
-0.6876	-0.8773	0.6628	77.2705	-23.9868	30.1514
-0.6686	-0.9510	0.6627	96.0083	-11.0474	27.0386
-0.6591	-0.9680	0.6517	115.7837	2.1362	28.6255
-0.6440	-0.9578	0.5747	132.7515	14.2212	36.9263
-0.5803	-0.9918	0.4861	143.8599	26.7944	48.1567
-0.5253	-0.9424	0.4316	146.1182	46.3867	52.3682
-0.4261	-0.9180	0.4293	138.1836	49.4995	66.7114
-0.3265	-0.8763	0.4282	125.6714	43.0908	77.8809
-0.3513	-0.7996	0.6262	110.2295	31.2500	82.7026
-0.3666	-0.7050	0.6019	104.1870	16.2964	81.7261
-0.3872	-0.7844	0.5699	118.2251	0.0610	85.9985
-0.4158	-0.7501	0.6023	131.5918	5.6763	86.3647
-0.4648	-0.7518	0.5845	150.5737	21.2402	85.0830
-0.4219	-0.7805	0.5149	171.2036	40.7104	82.3364
-0.3323	-0.7871	0.4264	188.9038	65.3076	75.1953
-0.2263	-0.8081	0.3417	202.1484	88.5010	65.7959
-0.0908	-0.8615	0.2444	208.3740	103.2715	57.1289
0.0068	-0.9045	0.1649	204.4678	107.6050	50.1099
0.0480	-0.9464	0.1337	193.1763	103.2104	44.3115
0.0520	-0.9600	0.1600	178.4668	90.9424	38.8794
0.0063	-0.9468	0.1755	165.3442	75.1343	35.5225
-0.0548	-0.9675	0.1718	156.1890	61.7065	35.4614
-0.0717	-0.9816	0.1340	150.2686	56.0303	37.6587
-0.0902	-0.9698	0.1144	148.1323	55.8472	38.5742
-0.1058	-0.9685	0.0684	149.4141	58.8379	38.5742
-0.0841	-0.9835	0.0280	152.4658	63.8428	38.5132
-0.0521	-0.9888	0.0093	156.7383	68.8477	38.0859
-0.0312	-0.9982	-0.0266	160.2173	70.9839	37.3535
-0.0033	-1.0216	-0.0883	160.5225	69.5801	38.0859
0.0084	-1.0426	-0.1377	155.8838	64.1479	39.0015
0.0190	-1.0378	-0.1527	146.5454	55.7251	38.8184
0.0319	-1.0386	-0.1591	136.1084	45.0439	39.0015
0.0231	-1.0377	-0.1613	126.3428	33.3862	39.6118
-0.0074	-1.0402	-0.1871	118.2251	22.3389	40.7715
-0.0513	-1.0266	-0.2068	111.7554	17.2729	41.1987
-0.0580	-1.0148	-0.2552	108.0933	20.3247	40.2832
-0.0326	-1.0378	-0.2982	104.4312	27.7100	39.0015
-0.0175	-1.0616	-0.3149	97.5342	37.7197	36.1938
0.0094	-1.0603	-0.3127	89.6606	46.8750	32.1655
0.0679	-1.0531	-0.3151	81.2988	50.5371	28.6255
0.0846	-1.0408	-0.3259	73.3643	47.1191	26.2451
0.0558	-1.0162	-0.3160	67.9932	40.3442	24.0479
0.0271	-0.9895	-0.3197	68.1763	35.8887	23.2544
0.0156	-0.9934	-0.3928	72.5098	36.9873	23.7427
0.0272	-1.0186	-0.4285	74.0967	43.6401	23.8647
0.0383	-1.0245	-0.4347	71.4722	51.4526	22.7661
0.0709	-1.0198	-0.4374	68.1152	57.3120	20.5688
0.1229	-1.0217	-0.4517	65.4907	54.5044	19.5313
0.1543	-1.0178	-0.4858	62.9272	44.3726	18.0664
0.1575	-1.0131	-0.5470	61.4624	29.2969	15.0757
0.1230	-1.0469	-0.7445	57.6782	14.2212	10.2539
0.1239	-1.1342	-1.0244	40.4663	7.0801	4.5166
0.1379	-1.2197	-1.2839	-1.3428	10.5591	-3.2959
0.2021	-1.2799	-1.4633	-65.2466	19.1040	-16.2354
0.2598	-1.3279	-1.5757	-144.3481	18.0054	-33.5693
0.2974	-1.3708	-1.6343	-231.2012	3.3569	-52.7954
0.2264	-1.3254	-1.5188	-317.9321	-29.1748	-69.5190
0.2034	-1.1960	-1.4893	-386.7187	-76.9043	-81.4819
0.2738	-1.1180	-1.5414	-445.7397	-137.3291	-91.4307
0.4471	-1.0938	-1.5624	-501.2207	-200.0122	-101.8066
0.4937	-0.9293	-1.5078	-558.0444	-256.7749	-119.5679
0.3605	-0.6119	-1.2527	-606.6284	-299.0723	-151.0010
0.1720	-0.2571	-0.8708	-635.0098	-337.4023	-184.3872
-0.1489	-0.0865	-0.3704	-636.5356	-370.1172	-214.0503
-0.5090	-0.0662	-0.1708	-616.5161	-383.3008	-234.4360
-1.0436	0.2566	0.1929	-600.8301	-364.3188	-240.1733
-1.6519	0.7307	0.9948	-563.5376	-305.6641	-239.1357
-1.9924	1.1096	1.9994	-474.1211	-205.8716	-216.4917
-1.9692	1.2010	2.5126	-329.1016	-93.8110	-158.2642
-1.6713	1.1240	2.5173	-167.2974	-1.7090	-86.8530
-1.2570	1.0138	2.2565	-29.4189	60.7910	-29.6631
-0.9136	0.9064	1.8745	69.5190	96.1914	12.7563
-0.6093	0.7343	1.4924	133.3618	114.8071	47.0581
-0.3435	0.4869	1.1719	167.4194	118.7744	67.7490
-0.1683	0.2225	0.9430	176.7578	105.1636	75.2563
-0.0959	-0.0021	0.7856	168.8232	77.2095	72.0825
-0.1503	-0.1910	0.7209	153.5034	46.2646	64.6973
-0.2974	-0.3770	0.7123	139.3433	14.4653	57.3730
-0.4410	-0.5040	0.6604	132.9346	-12.0850	53.2227
-0.5728	-0.6929	0.5682	138.0005	-15.4419	54.4434
-0.6337	-0.8234	0.5341	147.4609	-7.6294	59.8145
-0.6146	-0.8615	0.4711	159.7900	0.6104	66.3452
-0.5797	-0.9025	0.3922	173.0957	16.1743	74.2188
-0.5162	-0.9192	0.3510	182.2510	33.2642	80.2612
-0.4456	-0.9316	0.2911	187.6221	50.7813	80.4443
-0.3429	-0.9683	0.2240	186.3403	64.7583	79.1626
-0.2823	-0.9899	0.2118	174.4995	70.0684	79.8340
-0.2343	-0.9805	0.2389	156.4331	69.0918	78.1860
-0.1959	-0.9645	0.2784	137.6343	63.9648	74.5239
-0.1840	-0.9465	0.3407	122.7417	54.3823	69.8853
-0.1736	-0.9232	0.3951	115.0513	44.6777	64.6973
-0.2260	-0.8877	0.4358	113.7695	39.5508	57.4341
-0.3055	-0.8723	0.4408	118.2861	41.7480	50.0488
-0.3071	-0.8795	0.3521	128.1738	55.5420	43.5791
-0.2118	-0.9004	0.2684	136.9019	80.3833	38.1470
-0.1091	-0.9305	0.2327	140.8081	103.3325	33.8745
0.0001	-0.9596	0.2207	141.2964	116.2109	30.9448
0.0850	-0.9855	0.2220	141.6626	116.8213	27.8320
0.1058	-0.9982	0.2227	140.1367	106.9946	25.6348
0.0889	-0.9956	0.2275	137.3291	91.3696	25.2075
0.0414	-0.9886	0.2239	135.7422	75.6836	25.1465
-0.0133	-0.9777	0.2102	136.1694	60.9741	25.8789
-0.0542	-0.9563	0.1912	138.7329	48.5229	28.1372
-0.0702	-0.9303	0.1725	144.1650	43.8232	31.2500
-0.0924	-0.9203	0.1306	152.2217	44.5557	34.1797
-0.1044	-0.9310	0.0806	159.2407	46.3867	37.2314
-0.0861	-0.9344	0.0433	165.7104	47.4854	40.8325
-0.0673	-0.9377	-0.0015	173.2178	47.6074	44.3726
-0.0577	-0.9462	-0.0576	181.6406	45.7764	46.9360
-0.0487	-0.9579	-0.1106	188.1104	43.7012	48.0957
-0.0258	-0.9580	-0.1600	192.8101	41.5039	48.0957
0.0227	-0.9661	-0.2019	196.8994	38.3911	47.1802
0.0580	-0.9800	-0.2620	198.3032	33.3862	46.1426
0.0289	-0.9701	-0.3066	195.4346	27.9541	44.0063
0.0015	-0.9521	-0.3710	192.8101	25.5127	42.3584
0.0023	-0.9845	-0.4875	187.6221	27.4658	42.1753
-0.0106	-0.9806	-0.5040	175.5371	32.4707	41.8091
-0.0106	-0.9581	-0.4919	164.3066	41.8701	39.6118
-0.0116	-0.9210	-0.4750	157.1045	52.0020	37.1094
-0.0173	-0.8782	-0.4846	156.1890	61.3403	35.0342
-0.0237	-0.8220	-0.5160	161.7432	70.2515	34.4238
0.0063	-0.7466	-0.5273	175.0488	78.9795	34.3628
0.0996	-0.7262	-0.5876	193.7256	83.1909	33.2642
0.1934	-0.7810	-0.7762	211.2427	77.6978	29.0527
0.2402	-0.9832	-1.1649	211.6699	67.1997	16.6016
0.2708	-1.3383	-1.7327	167.0532	63.4155	-6.8359
0.3033	-1.5627	-2.0221	51.9409	68.5425	-34.3628
0.3379	-1.4897	-1.9838	-101.1963	68.3594	-68.1152
0.2701	-1.2565	-1.8090	-241.3940	50.6592	-109.0698
0.0558	-1.0232	-1.9141	-353.1494	10.4980	-135.6201
-0.1829	-0.9088	-2.2877	-458.0688	-57.2510	-131.2256
0.0197	-0.7620	-2.5001	-558.9600	-119.9341	-120.6055
0.4401	-0.6949	-2.6405	-647.0337	-175.9644	-132.8125
0.6085	-0.6422	-2.5533	-723.3276	-243.4692	-163.6963
0.4424	-0.4315	-2.0922	-783.3252	-299.9268	-200.3174
0.0343	-0.1461	-1.6748	-807.9224	-327.5146	-231.9336
-0.3320	-0.0239	-1.1761	-804.4434	-327.3926	-255.0049
-0.5189	0.2628	-0.5696	-786.8652	-304.7485	-280.3345
-0.7100	0.5416	0.1554	-743.7744	-285.2173	-290.8936
-1.2242	0.9634	1.0096	-676.3916	-251.7700	-280.7007
-1.8682	1.5021	2.0918	-572.4487	-207.6416	-253.2349
-2.2510	1.7313	2.6334	-410.7056	-142.8833	-204.4067
-2.0615	1.7803	2.6079	-223.9990	-49.0723	-133.7280
-1.5204	1.5883	2.3226	-58.5327	45.5933	-54.0161
-1.0164	1.2513	1.9952	62.2559	110.2905	15.7471
-0.6512	0.9314	1.5995	142.5171	140.3198	58.8379
-0.3639	0.6542	1.2378	187.8662	142.9443	80.2002
-0.1505	0.3853	0.9303	204.8340	126.4038	90.5762
-0.0234	0.0966	0.7015	200.5615	96.4966	92.9565
-0.0148	-0.1420	0.5640	180.2368	60.9131	82.3364
-0.1112	-0.3097	0.5485	150.0244	19.3481	67.0166
-0.2981	-0.4651	0.5328	123.3521	-18.8599	50.7813
-0.4880	-0.6300	0.4961	107.3608	-44.5557	36.7432
-0.6632	-0.7693	0.4796	100.4028	-53.3447	29.3579
-0.7511	-0.8474	0.4751	99.8535	-47.9736	29.7852
-0.7675	-0.8964	0.4731	103.1494	-35.7056	36.9263
-0.7091	-0.9269	0.4381	107.4219	-22.5830	48.0957
-0.6688	-0.9137	0.4248	108.7646	-14.2212	62.4390
-0.6544	-0.8555	0.4709	108.9478	-7.3242	70.8618
-0.6315	-0.7628	0.6381	109.2529	3.4180	74.7681
-0.5364	-0.7354	0.6071	117.0654	11.5356	83.6792
-0.5166	-0.7279	0.5658	127.1362	13.0005	94.5435
-0.5028	-0.7039	0.5786	130.5542	10.8032	102.9053
-0.4717	-0.7322	0.5515	136.2305	9.0332	107.9712
-0.4457	-0.7838	0.5024	145.2026	10.1318	113.6475
-0.4243	-0.8239	0.4409	156.3721	14.2212	119.0186
-0.3552	-0.8484	0.3673	169.1895	21.4844	121.8872
-0.2814	-0.8617	0.3022	181.2744	31.6772	123.7793
-0.2468	-0.8843	0.2638	190.5518	43.4570	122.3145
-0.1958	-0.8761	0.2203	198.4253	55.0537	118.7134
-0.0967	-0.8848	0.1665	205.1392	64.5752	114.1357
-0.0250	-0.9210	0.1122	210.2051	71.4111	108.7646
0.0072	-0.9435	0.0663	213.3179	72.5098	102.2339
0.0349	-0.9668	0.0326	215.8813	67.5049	96.6187
0.0247	-0.9955	-0.0067	218.9941	59.2651	92.5293
0.0271	-1.0073	-0.0632	221.6187	51.2695	89.7827
0.0444	-1.0105	-0.1182	224.3042	45.7764	88.2568
0.0187	-1.0009	-0.1520	227.0508	42.4194	86.3647
-0.0184	-0.9966	-0.2144	229.1260	42.7246	83.3130
0.0212	-0.9807	-0.2531	228.5156	44.9219	80.1392
0.0840	-0.9706	-0.3010	226.6846	46.9971	77.2095
0.1254	-0.9705	-0.3328	223.2666	44.5557	73.7915
0.1270	-0.9773	-0.3480	218.7500	35.7056	70.0073
0.0975	-0.9822	-0.3777	212.5854	23.8037	66.5283
0.0706	-0.9723	-0.4221	205.2612	12.3901	63.5986
0.0741	-0.9686	-0.4537	197.5708	5.6152	61.0962
0.0911	-0.9658	-0.4832	189.5142	1.7090	59.5703
0.0769	-0.9507	-0.5311	180.0537	-1.0376	58.3496
0.0309	-0.9330	-0.5541	169.6777	-2.8076	57.2510
0.0582	-0.9083	-0.5505	161.6821	-0.6714	57.6172
0.1113	-0.9159	-0.5631	157.9590	3.0518	58.8379
0.1102	-0.9270	-0.6155	153.6865	3.5400	59.6924
0.0922	-0.9119	-0.6354	147.0947	1.2207	57.8003
0.1204	-0.9170	-0.6381	140.8081	0.4883	54.7485
0.1113	-0.9169	-0.6580	132.8735	0.7935	51.3306
0.0638	-0.8970	-0.6445	125.3052	3.1128	45.9595
0.0533	-0.8698	-0.6573	118.8354	9.1553	40.2222
0.0605	-0.8256	-0.6444	114.3188	17.8223	34.8511
0.1042	-0.7748	-0.6541	115.3564	30.7007	29.6021
0.1759	-0.7283	-0.6790	121.8872	41.9312	23.8037
0.1921	-0.7090	-0.7305	130.6763	47.6685	15.8691
0.1937	-0.7024	-0.8580	138.5498	50.6592	6.4087
0.2798	-0.7531	-1.1987	137.9395	52.3071	-2.8687
0.4047	-0.9866	-1.7764	107.0557	54.6265	-12.9395
0.4442	-1.1975	-2.1084	20.1416	64.0259	-26.6113
0.3433	-1.2733	-2.2739	-98.8770	69.3359	-48.5229
0.2965	-1.2358	-2.5079	-227.7832	60.7910	-87.2803
0.1736	-1.0536	-2.6234	-372.0093	44.3115	-134.0332
0.0570	-0.7543	-2.9139	-504.2725	30.3345	-174.6216
0.4031	-0.5159	-3.1934	-616.4551	13.3057	-211.3037
0.7804	-0.4240	-3.1082	-702.3315	-17.6392	-255.9204
0.7566	-0.3701	-2.7003	-764.1602	-60.6079	-300.5981
0.4978	-0.2903	-2.2794	-801.3916	-100.2197	-328.3691
0.2208	-0.1383	-1.7064	-815.6128	-133.7280	-338.1348
0.0648	0.0107	-1.1194	-811.6455	-157.4097	-346.0693
-0.0881	0.3538	-0.4506	-793.2739	-172.6685	-343.0786
-0.5536	0.7979	0.2474	-742.1265	-189.6362	-320.1294
-1.2240	1.2327	1.0104	-672.3633	-194.8853	-281.6772
-1.6007	1.5698	1.7589	-578.1860	-168.8232	-234.2529
-1.7795	1.6766	2.2511	-451.1108	-112.1216	-171.1426
-1.7345	1.7034	2.3611	-309.8145	-43.1519	-101.3184
-1.3171	1.6097	2.2297	-180.8472	18.0054	-34.0576
-0.8826	1.3958	2.0509	-76.0498	62.0728	24.6582
-0.5149	1.0522	1.8262	6.3477	85.9985	67.2607
-0.2498	0.7346	1.5616	65.1855	86.8530	90.3931
-0.1185	0.4323	1.3075	100.3418	68.4204	97.5342
-0.0800	0.2003	1.1135	115.7227	43.7012	92.8345
-0.1138	0.0159	0.9714	119.5068	22.1558	83.0688
-0.2228	-0.1300	0.8947	116.8213	6.1646	70.3125
-0.3127	-0.2513	0.8417	112.2437	-3.6011	57.3120
-0.3668	-0.3528	0.7831	109.4971	-7.0801	46.6309
-0.4832	-0.4713	0.7533	111.5723	-7.2021	42.3584
-0.6750	-0.5927	0.7328	120.8496	-5.7373	45.7764
-0.6628	-0.6367	0.6752	135.5591	2.8687	56.2744
-0.6045	-0.6887	0.5978	152.2217	14.2822	73.3643
-0.5945	-0.7167	0.5157	169.1895	27.4048	89.3555
-0.5524	-0.7808	0.4369	181.4575	39.6729	95.5811
-0.4806	-0.8175	0.3871	186.9507	43.9453	102.7832
-0.4314	-0.8036	0.4047	185.7910	52.2461	106.4453
-0.3385	-0.8478	0.3530	184.4482	51.0864	110.1685
-0.2997	-0.8258	0.3263	179.6875	44.9219	112.5488
-0.3000	-0.8323	0.3252	173.2788	37.8418	114.3799
-0.2762	-0.8612	0.3182	168.5791	32.1045	117.0654
-0.2352	-0.8783	0.2738	166.1377	27.4048	119.5068
-0.2159	-0.9022	0.2098	166.8701	28.4424	120.4224
-0.2150	-0.9297	0.1538	169.0063	31.7993	120.3003
-0.2062	-0.9440	0.1141	172.4243	37.1704	117.5537
-0.1775	-0.9728	0.0757	179.1992	47.3633	113.5864
-0.1156	-0.9987	0.0474	186.0962	56.8848	109.8633
-0.0502	-1.0161	0.0131	191.2842	64.4531	106.0791
-0.0099	-1.0155	-0.0231	192.9932	68.8477	101.3184
0.0402	-1.0299	-0.0391	191.7725	70.4956	96.4355
0.0795	-1.0416	-0.0612	191.2231	68.7256	92.2241
0.0997	-1.0551	-0.0914	190.3076	63.5376	88.1348
0.0876	-1.0605	-0.1353	187.2559	54.6265	84.1064
0.0192	-1.0381	-0.1711	183.6548	45.5933	79.3457
-0.0211	-1.0304	-0.2025	181.9458	41.5649	75.5615
0.0079	-1.0133	-0.2284	182.0679	44.3115	74.6460
0.0769	-1.0137	-0.2599	184.7534	49.3774	73.6694
0.1323	-1.0157	-0.2885	187.9272	50.2930	71.7163
0.1605	-1.0189	-0.3159	190.6738	45.8984	68.9697
0.1583	-1.0216	-0.3527	191.2231	38.2080	64.8804
0.1334	-1.0161	-0.3842	190.0024	28.6865	60.6079
0.0950	-1.0144	-0.4203	186.0962	19.5923	56.8237
0.0365	-1.0144	-0.4567	178.9551	14.2212	53.9551
0.0199	-1.0067	-0.4758	169.7998	14.1602	52.5513
0.0125	-0.9720	-0.4880	161.2549	18.4937	51.5747
0.0055	-0.9661	-0.4913	155.0903	23.9868	51.1475
0.0375	-0.9401	-0.4860	150.9399	29.2969	51.6968
0.0792	-0.9230	-0.4988	150.8789	33.9966	52.0020
0.0902	-0.9159	-0.5338	152.0386	35.5835	50.9033
0.0852	-0.8925	-0.5341	152.9541	34.3628	48.5840
0.1106	-0.8713	-0.5369	155.8838	33.0811	45.8374
0.1088	-0.8588	-0.5782	157.8369	31.9214	44.0063
0.0732	-0.8291	-0.6023	158.0200	30.6396	41.9312
0.0739	-0.8048	-0.6409	159.2407	32.4707	41.1377
0.1177	-0.8104	-0.7006	159.8511	36.4990	40.2832
0.1371	-0.8434	-0.7540	155.5176	38.9404	36.8652
0.1000	-0.8536	-0.7910	144.7144	41.4429	30.3345
0.0640	-0.8137	-0.8098	133.1787	47.9736	21.1792
0.0802	-0.7692	-0.8567	126.2817	57.7393	10.3760
0.1433	-0.8257	-1.0461	118.1030	67.3828	-1.6479
0.2277	-0.9467	-1.2697	90.6372	76.9653	-13.3057
0.2249	-1.0807	-1.5221	38.5742	87.7075	-24.7803
0.2845	-1.2104	-1.6919	-40.7715	101.9287	-40.1001
0.2300	-1.2345	-1.7080	-142.4561	107.1777	-59.1431
0.1251	-1.1620	-1.7053	-246.2769	104.1870	-80.9937
0.0935	-0.9481	-1.8484	-346.4355	89.9658	-96.0083
0.0128	-0.8741	-2.1934	-451.6602	39.9780	-100.9521
0.1973	-0.7003	-2.4003	-566.4673	-6.7749	-113.8916
0.5398	-0.4498	-2.5190	-660.7056	-44.8608	-145.3247
0.6942	-0.3385	-2.4916	-724.8535	-107.7271	-186.2793
0.5930	-0.2878	-2.1168	-765.0757	-172.6685	-229.6753
0.3149	-0.2506	-1.6918	-775.2075	-214.5386	-262.0850
0.0022	-0.1615	-1.3179	-764.2822	-240.6616	-291.8701
-0.2393	0.0291	-0.7484	-741.5771	-247.4365	-325.3174
-0.3417	0.0619	-0.4646	-699.2798	-238.2202	-339.0503
-0.7854	0.3232	0.1249	-666.6870	-215.5151	-329.3457
-1.1403	0.7030	0.9148	-624.0234	-169.3726	-300.7812
-1.3180	0.8660	1.5900	-537.9639	-117.4316	-255.1270
-1.5714	0.8680	1.9187	-419.4336	-67.3218	-200.0732
-1.6002	0.9105	2.0170	-296.8140	-17.2119	-140.9302
-1.3112	0.9243	1.9729	-182.8613	34.0576	-76.5991
-0.9613	0.7990	1.8241	-84.7168	77.9419	-11.7187
-0.6840	0.5908	1.6178	-6.7749	98.2056	42.4194
-0.4572	0.3954	1.3705	48.7061	97.1680	77.3315
-0.2649	0.2523	1.1503	83.4351	83.9233	94.1772
-0.1479	0.1194	0.9749	100.0366	61.4624	99.1821
-0.1133	-0.0012	0.8517	103.1494	37.6587	95.1538
-0.1268	-0.0983	0.7684	97.0459	18.6157	84.7168
-0.1571	-0.1909	0.7086	86.5479	4.2114	72.2656
-0.1958	-0.2987	0.6675	73.9746	-4.2114	57.2510
-0.2596	-0.3729	0.6686	60.6079	-9.3994	40.0391
-0.3544	-0.4491	0.7020	50.4150	-14.2822	26.4282
-0.5157	-0.5042	0.7875	48.4009	-17.7002	17.0288
-0.6283	-0.5728	0.8260	58.1665	-18.6768	15.8081
-0.6700	-0.6487	0.7959	76.7822	-14.8315	23.8647
-0.6866	-0.7115	0.7312	99.9756	-7.2021	36.5601
-0.6631	-0.7433	0.6484	121.1548	0.8545	51.0254
-0.6228	-0.7585	0.5989	136.6577	7.9346	65.3687
-0.6034	-0.7717	0.5962	149.3530	14.4043	76.6602
-0.5596	-0.7662	0.5283	160.6445	25.6348	84.7778
-0.4561	-0.7808	0.4854	166.9312	35.9497	91.0645
-0.4347	-0.8104	0.4475	168.5181	41.8701	95.0317
-0.4373	-0.7589	0.5708	162.2925	44.4336	97.1680
-0.4227	-0.8055	0.5103	165.2832	44.4336	97.2900
-0.4025	-0.8063	0.4374	174.4995	44.9219	102.3560
-0.3424	-0.8018	0.3776	179.9316	54.4434	107.3608
-0.3160	-0.8281	0.3369	186.7676	64.3311	109.5581
-0.2484	-0.8499	0.2856	194.2749	72.5098	110.2295
-0.1786	-0.8853	0.2319	201.1719	80.8105	108.0933
-0.1263	-0.9141	0.1793	206.2988	88.3179	103.7598
-0.0691	-0.9349	0.1335	208.0688	92.7734	98.5107
-0.0065	-0.9524	0.1022	206.7261	93.3838	93.0786
0.0585	-0.9738	0.0641	204.2847	88.9893	87.4634
0.0585	-0.9987	0.0239	200.1953	77.5757	82.1533
0.0211	-1.0209	-0.0175	194.8242	61.7676	77.5146
-0.0122	-1.0178	-0.0626	189.6973	48.8892	74.2188
-0.0548	-1.0033	-0.0917	186.0962	41.9922	71.4722
-0.0750	-1.0068	-0.1146	187.3169	41.0156	68.9087
-0.0521	-1.0228	-0.1766	191.5283	45.4712	66.9556
-0.0370	-1.0358	-0.2509	193.6646	51.4526	64.0869
-0.0159	-1.0342	-0.2825	193.0542	56.2134	60.1807
0.0206	-1.0349	-0.3101	189.4531	59.2041	56.7627
0.0425	-1.0298	-0.3289	183.1665	59.2041	54.0161
0.0558	-1.0223	-0.3611	175.4150	57.4951	51.3306
0.0579	-1.0342	-0.3746	165.3442	53.7720	49.4385
0.0452	-1.0553	-0.3966	152.4048	50.5981	47.6074
0.0332	-1.0643	-0.3909	138.0615	48.8892	44.7388
0.0273	-1.0448	-0.4225	124.3896	47.1191	41.8091
0.0226	-0.9972	-0.4062	115.6616	45.4712	39.1846
0.0176	-0.9384	-0.3549	115.7837	46.3257	37.0483
0.0168	-0.9113	-0.3435	124.9390	49.3774	37.3535
0.0299	-0.9336	-0.4187	136.0474	51.8799	39.1235
0.0731	-0.9707	-0.5299	139.5874	52.4902	40.3442
0.1348	-1.0070	-0.6873	131.8359	51.8188	40.5273
0.1644	-1.1312	-1.0258	109.2529	51.6357	36.4990
0.2742	-1.3113	-1.3092	52.1851	56.2134	27.0996
0.3491	-1.3474	-1.2446	-43.2129	56.2134	14.9536
0.3492	-1.2637	-1.1245	-135.7422	43.4570	-8.4839
0.3081	-1.1853	-1.1085	-206.7261	19.2261	-39.1235
0.2480	-1.1288	-1.2578	-267.5171	-10.2539	-64.6973
0.1979	-1.1035	-1.4160	-326.9653	-51.0254	-79.4067
0.2611	-1.0660	-1.5403	-390.0757	-97.7173	-86.4868
0.4265	-1.0928	-1.7284	-455.3223	-141.4795	-95.8252
0.5776	-1.0947	-1.8048	-522.2168	-193.6035	-112.1826
0.6365	-0.9622	-1.7725	-581.1157	-245.4834	-142.5781
0.4553	-0.6774	-1.5408	-625.0000	-292.0532	-190.8569
0.1743	-0.3719	-1.2039	-650.3296	-329.9561	-248.9624
-0.0619	-0.0427	-0.9528	-649.5361	-350.7690	-304.3823
-0.6040	0.3615	-0.2837	-631.4087	-342.4072	-338.1348
-1.2169	0.6880	0.6045	-602.6611	-293.3960	-328.1860
-1.6437	0.7520	1.3992	-535.4004	-213.6230	-295.5322
-1.6880	0.7709	1.8572	-435.5469	-123.6572	-255.5542
-1.5171	0.7498	2.0076	-319.3970	-44.6167	-202.3926
-1.3528	0.7715	2.0386	-206.7261	12.6953	-141.1743
-1.1534	0.7361	1.9648	-106.0181	48.5840	-78.1860
-0.9081	0.6322	1.7675	-21.9116	68.0542	-17.3340
-0.6779	0.4712	1.5135	41.1987	68.4814	31.5552
-0.5144	0.3135	1.2826	84.1064	55.1758	62.5610
-0.4242	0.1599	1.0659	109.4971	42.9077	79.6509
-0.3635	-0.0117	0.8871	119.1406	31.6162	88.9893
-0.3138	-0.1617	0.7656	117.2485	21.5454	90.9424
-0.3129	-0.2889	0.7076	108.6426	11.1084	86.3647
-0.3484	-0.3975	0.6810	98.0225	0.6104	78.6743
-0.4021	-0.4823	0.6774	89.7827	-8.1787	71.0449
-0.5020	-0.5800	0.6702	87.1582	-13.6108	65.0635
-0.5389	-0.6721	0.6346	90.8203	-13.3057	61.8896
-0.6398	-0.7306	0.6721	99.4873	-11.5356	66.1621
-0.7340	-0.7961	0.6879	116.2720	-0.1221	66.5283
-0.6643	-0.7996	0.6504	135.9253	15.9302	67.5659
-0.5677	-0.8022	0.5905	152.9541	28.8086	79.4678
-0.4983	-0.7947	0.5381	165.4663	41.0767	91.9800
-0.4363	-0.8217	0.4908	173.2178	49.1943	99.3042
-0.3542	-0.8019	0.5262	173.5229	55.9692	101.0742
